origin_iid,itemId,title,genre
1223,539,"Grand Day Out, A (1992)",Animation|Comedy
1446,540,Kolya (1996),Comedy
3623,541,Mission: Impossible 2 (2000),Action|Thriller
778,542,Trainspotting (1996),Drama
1669,543,"Tango Lesson, The (1997)",Romance
3484,544,"Skulls, The (2000)",Thriller
3916,545,Remember the Titans (2000),Drama
1233,546,"Boat, The (Das Boot) (1981)",Action|Drama|War
1307,547,When Harry Met Sally... (1989),Comedy|Romance
3270,548,"Cutting Edge, The (1992)",Drama
1310,549,Hype! (1996),Documentary
428,550,"Bronx Tale, A (1993)",Drama
2622,551,"Midsummer Night's Dream, A (1999)",Comedy|Fantasy
3358,552,Defending Your Life (1991),Comedy|Romance
3359,553,Breaking Away (1979),Drama
1756,554,"Prophecy II, The (1998)",Horror
1320,555,Alien³ (1992),Action|Horror|Sci-Fi|Thriller
2124,556,"Addams Family, The (1991)",Comedy
2125,557,Ever After: A Cinderella Story (1998),Drama|Romance
2054,558,"Honey, I Shrunk the Kids (1989)",Adventure|Children's|Comedy|Fantasy|Sci-Fi
1252,559,Chinatown (1974),Film-Noir|Mystery|Thriller
1254,560,"Treasure of the Sierra Madre, The (1948)",Adventure
3869,561,"Naked Gun 2 1/2: The Smell of Fear, The (1991)",Comedy
1256,562,Duck Soup (1933),Comedy|War
1257,563,Better Off Dead... (1985),Comedy
1831,564,Lost in Space (1998),Action|Sci-Fi|Thriller
3363,565,American Graffiti (1973),Comedy|Drama
586,566,Home Alone (1990),Children's|Comedy
587,567,Ghost (1990),Comedy|Romance|Thriller
3438,568,Teenage Mutant Ninja Turtles (1990),Action|Children's|Fantasy
3439,569,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),Action|Children's|Fantasy
3296,570,To Sir with Love (1967),Drama
2496,571,Blast from the Past (1999),Comedy|Romance
2497,572,Message in a Bottle (1999),Romance
2,573,Jumanji (1995),Adventure|Children's|Fantasy
2498,574,My Favorite Martian (1999),Comedy|Sci-Fi
153,575,Batman Forever (1995),Action|Adventure|Comedy|Crime
7,576,Sabrina (1995),Comedy|Romance
2133,577,Adventures in Babysitting (1987),Adventure|Comedy
2135,578,Doctor Dolittle (1967),Adventure|Musical
2136,579,"Nutty Professor, The (1963)",Comedy
2137,580,Charlotte's Web (1973),Animation|Children's
802,581,Phenomenon (1996),Drama|Romance
2138,582,Watership Down (1978),Animation|Children's|Drama|Fantasy
1409,583,Michael (1996),Comedy|Romance
1339,584,Bram Stoker's Dracula (1992),Horror|Romance
1269,585,Arsenic and Old Lace (1944),Comedy|Mystery|Thriller
2640,586,Superman (1978),Action|Adventure|Sci-Fi
592,587,Batman (1989),Action|Adventure|Crime|Drama
596,588,Pinocchio (1940),Animation|Children's
3447,589,"Good Earth, The (1937)",Drama
1918,590,Lethal Weapon 4 (1998),Action|Comedy|Crime|Drama
2140,591,"Dark Crystal, The (1982)",Children's|Fantasy|Sci-Fi
2072,592,"'burbs, The (1989)",Comedy
1271,593,Fried Green Tomatoes (1991),Drama
1345,594,Carrie (1976),Horror
2077,595,"Journey of Natty Gann, The (1985)",Adventure|Children's
2078,596,"Jungle Book, The (1967)",Animation|Children's|Comedy|Musical
1276,597,Cool Hand Luke (1967),Comedy|Drama
743,598,Spy Hard (1996),Comedy
671,599,Mystery Science Theater 3000: The Movie (1996),Comedy|Sci-Fi
1278,600,Young Frankenstein (1974),Comedy|Horror
3525,601,Bachelor Party (1984),Comedy
1927,602,All Quiet on the Western Front (1930),War
2657,603,"Rocky Horror Picture Show, The (1975)",Comedy|Horror|Musical|Sci-Fi
3388,604,Harry and the Hendersons (1987),Comedy
316,605,Stargate (1994),Action|Adventure|Sci-Fi
317,606,"Santa Clause, The (1994)",Children's|Comedy|Fantasy
248,607,Houseguest (1994),Comedy
2080,608,Lady and the Tramp (1955),Animation|Children's|Comedy|Musical|Romance
1282,609,Fantasia (1940),Animation|Children's|Musical
1283,610,High Noon (1952),Western
750,611,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Sci-Fi|War
2087,612,Peter Pan (1953),Animation|Children's|Fantasy|Musical
1286,613,Somewhere in Time (1980),Drama|Romance
3608,614,Pee-wee's Big Adventure (1985),Comedy
2662,615,"War of the Worlds, The (1953)",Action|Sci-Fi|War
3466,616,Heart and Souls (1993),Comedy|Fantasy
2300,617,"Producers, The (1968)",Comedy|Musical
180,618,Mallrats (1995),Comedy
329,619,Star Trek: Generations (1994),Action|Adventure|Sci-Fi
3034,620,Robin Hood (1973),Animation|Children's
186,621,Nine Months (1995),Comedy
2161,622,"NeverEnding Story, The (1984)",Adventure|Children's|Fantasy
3037,623,Little Big Man (1970),Comedy|Drama|Western
2090,624,"Rescuers, The (1977)",Animation|Children's
3039,625,Trading Places (1983),Comedy
2091,626,Return from Witch Mountain (1978),Children's|Sci-Fi
830,627,"First Wives Club, The (1996)",Comedy
2093,628,Return to Oz (1985),Adventure|Children's|Fantasy|Sci-Fi
904,629,Rear Window (1954),Mystery|Thriller
2094,630,"Rocketeer, The (1991)",Action|Adventure|Sci-Fi
1292,631,Being There (1979),Comedy
2096,632,Sleeping Beauty (1959),Animation|Children's|Musical
1294,633,M*A*S*H (1970),Comedy|War
765,634,Jack (1996),Comedy|Drama
2746,635,Little Shop of Horrors (1986),Comedy|Horror|Musical
1009,636,Escape to Witch Mountain (1975),Adventure|Children's|Fantasy
1948,637,Tom Jones (1963),Comedy
333,638,Tommy Boy (1995),Comedy
339,639,While You Were Sleeping (1995),Comedy|Romance
2316,640,Practical Magic (1998),Drama|Romance
1371,641,Star Trek: The Motion Picture (1979),Action|Adventure|Sci-Fi
2174,642,Beetlejuice (1988),Comedy|Fantasy
1374,643,Star Trek: The Wrath of Khan (1982),Action|Adventure|Sci-Fi
1375,644,Star Trek III: The Search for Spock (1984),Action|Adventure|Sci-Fi
915,645,Sabrina (1954),Comedy|Romance
1376,646,Star Trek IV: The Voyage Home (1986),Action|Adventure|Sci-Fi
1377,647,Batman Returns (1992),Action|Adventure|Comedy|Crime
916,648,Roman Holiday (1953),Comedy|Romance
918,649,Meet Me in St. Louis (1944),Musical
1012,650,Old Yeller (1957),Children's|Drama
2826,651,"13th Warrior, The (1999)",Action|Horror|Thriller
3629,652,"Gold Rush, The (1925)",Comedy
1015,653,Homeward Bound: The Incredible Journey (1993),Adventure|Children's
1016,654,"Shaggy Dog, The (1959)",Children's|Comedy
1019,655,"20,000 Leagues Under the Sea (1954)",Adventure|Children's|Fantasy|Sci-Fi
3489,656,Hook (1991),Adventure|Fantasy
344,657,Ace Ventura: Pet Detective (1994),Comedy
275,658,Mixed Nuts (1994),Comedy
2252,659,Hero (1992),Comedy|Drama
277,660,Miracle on 34th Street (1994),Drama
923,661,Citizen Kane (1941),Drama
924,662,2001: A Space Odyssey (1968),Drama|Mystery|Sci-Fi|Thriller
3701,663,Alien Nation (1988),Crime|Drama|Sci-Fi
3703,664,Mad Max 2 (a.k.a. The Road Warrior) (1981),Action|Sci-Fi
926,665,All About Eve (1950),Drama
3704,666,Mad Max Beyond Thunderdome (1985),Action|Sci-Fi
1020,667,Cool Runnings (1993),Comedy
784,668,"Cable Guy, The (1996)",Comedy
858,669,"Godfather, The (1972)",Action|Crime|Drama
1023,670,Winnie the Pooh and the Blustery Day (1968),Animation|Children's
1025,671,"Sword in the Stone, The (1963)",Animation|Children's
2693,672,Trekkies (1997),Documentary
1967,673,Labyrinth (1986),Adventure|Children's|Fantasy
351,674,"Corrina, Corrina (1994)",Comedy|Drama|Romance
2405,675,"Jewel of the Nile, The (1985)",Action|Adventure|Comedy|Romance
2407,676,Cocoon (1985),Comedy|Sci-Fi
3066,677,Tora! Tora! Tora! (1970),War
2193,678,Willow (1988),Action|Adventure|Fantasy
932,679,"Affair to Remember, An (1957)",Romance
1031,680,Bedknobs and Broomsticks (1971),Adventure|Children's|Musical
1104,681,"Streetcar Named Desire, A (1951)",Drama
1032,682,Alice in Wonderland (1951),Animation|Children's|Musical
435,683,Coneheads (1993),Comedy|Sci-Fi
943,684,"Ghost and Mrs. Muir, The (1947)",Drama|Romance
3723,685,Hamlet (1990),Drama
1042,686,That Thing You Do! (1996),Comedy
370,687,Naked Gun 33 1/3: The Final Insult (1994),Comedy
2423,688,Christmas Vacation (1989),Comedy
3153,689,"7th Voyage of Sinbad, The (1958)",Action|Adventure|Fantasy
2424,690,You've Got Mail (1998),Comedy|Romance
3086,691,March of the Wooden Soldiers (a.k.a. Laurel & Hardy in Toyland) (1934),Comedy
3087,692,Scrooged (1988),Comedy
953,693,It's a Wonderful Life (1946),Drama
954,694,Mr. Smith Goes to Washington (1939),Drama
3591,695,Mr. Mom (1983),Comedy|Drama
2863,696,"Hard Day's Night, A (1964)",Comedy|Musical
3593,697,Battlefield Earth (2000),Action|Sci-Fi
1125,698,"Return of the Pink Panther, The (1974)",Comedy
520,699,Robin Hood: Men in Tights (1993),Comedy
3668,700,Romeo and Juliet (1968),Drama|Romance
2795,701,Vacation (1983),Comedy
1129,702,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller
2431,703,Patch Adams (1998),Comedy|Drama
62,704,Mr. Holland's Opus (1995),Drama
3309,705,"Dog's Life, A (1920)",Comedy
1633,706,Ulee's Gold (1997),Drama
2436,707,Tea with Mussolini (1999),Comedy
3097,708,"Shop Around the Corner, The (1940)",Comedy|Romance
3099,709,Shampoo (1975),Comedy|Romance
3812,710,Everything You Always Wanted to Know About Sex (1972),Comedy
2000,711,Lethal Weapon (1987),Action|Comedy|Crime|Drama
963,712,"Inspector General, The (1949)",Musical
2001,713,Lethal Weapon 2 (1989),Action|Comedy|Crime|Drama
1200,714,Aliens (1986),Action|Sci-Fi|Thriller|War
2003,715,Gremlins (1984),Comedy|Horror
1203,716,12 Angry Men (1957),Drama
2005,717,"Goonies, The (1985)",Adventure|Children's|Fantasy
1204,718,Lawrence of Arabia (1962),Adventure|War
969,719,"African Queen, The (1951)",Action|Adventure|Romance|War
2872,720,Excalibur (1981),Action|Drama|Fantasy|Romance
3675,721,White Christmas (1954),Musical
2946,722,Help! (1965),Comedy|Musical
898,723,"Philadelphia Story, The (1940)",Comedy|Romance
2009,724,Soylent Green (1973),Sci-Fi|Thriller
2874,725,"Pajama Game, The (1957)",Comedy
899,726,Singin' in the Rain (1952),Musical|Romance
1135,727,Private Benjamin (1980),Comedy
2948,728,From Russia with Love (1963),Action
539,729,Sleepless in Seattle (1993),Comedy|Romance
2371,730,Fletch (1985),Comedy
3247,731,Sister Act (1992),Comedy|Crime
3174,732,Man on the Moon (1999),Comedy|Drama
3175,733,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi
2375,734,"Money Pit, The (1986)",Comedy
2378,735,Police Academy (1984),Comedy
971,736,Cat on a Hot Tin Roof (1958),Drama
2011,737,Back to the Future Part II (1989),Comedy|Sci-Fi
2012,738,Back to the Future Part III (1990),Comedy|Sci-Fi|Western
2015,739,"Absent Minded Professor, The (1961)",Children's|Comedy|Fantasy
1215,740,Army of Darkness (1993),Action|Adventure|Comedy|Horror|Sci-Fi
1073,741,Willy Wonka and the Chocolate Factory (1971),Adventure|Children's|Comedy|Fantasy
3688,742,Porky's (1981),Comedy
541,743,Blade Runner (1982),Film-Noir|Sci-Fi
542,744,Son in Law (1993),Comedy
543,745,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller
3254,746,Wayne's World 2 (1993),Comedy
2453,747,"Boy Who Could Fly, The (1986)",Drama|Fantasy
2529,748,Planet of the Apes (1968),Action|Sci-Fi
1654,749,FairyTale: A True Story (1997),Children's|Drama|Fantasy
1583,750,"Simple Wish, A (1997)",Children's|Fantasy
3189,751,My Dog Skip (1999),Comedy
116,752,Anne Frank Remembered (1995),Documentary
1586,753,G.I. Jane (1997),Action|Drama|War
2021,754,Dune (1984),Fantasy|Sci-Fi
1220,755,"Blues Brothers, The (1980)",Action|Comedy|Musical
1080,756,Monty Python's Life of Brian (1979),Comedy
2967,757,"Bad Seed, The (1956)",Drama|Thriller
2968,758,Time Bandits (1981),Adventure|Fantasy|Sci-Fi
2530,759,Beneath the Planet of the Apes (1970),Action|Sci-Fi
3264,760,Buffy the Vampire Slayer (1992),Comedy|Horror
3194,761,"Way We Were, The (1973)",Drama
2393,762,Star Trek: Insurrection (1998),Action|Sci-Fi
3198,763,Papillon (1973),Drama
2399,764,Santa Claus: The Movie (1985),Adventure|Children's|Fantasy
1302,765,Field of Dreams (1989),Drama
1230,766,Annie Hall (1977),Comedy|Romance
2105,767,Tron (1982),Action|Adventure|Fantasy|Sci-Fi
2033,768,"Black Cauldron, The (1985)",Animation|Children's
2108,769,L.A. Story (1991),Comedy|Romance
1234,770,"Sting, The (1973)",Comedy|Crime
2109,771,"Jerk, The (1979)",Comedy
1091,772,Weekend at Bernie's (1989),Comedy
3347,773,Never Cry Wolf (1983),Drama
203,774,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy
1676,775,Starship Troopers (1997),Action|Adventure|Sci-Fi|War
208,776,Waterworld (1995),Action|Adventure
2111,777,"Man with Two Brains, The (1983)",Comedy
2040,778,"Computer Wore Tennis Shoes, The (1970)",Children's|Comedy
2041,779,Condorman (1981),Action|Adventure|Children's|Comedy
3928,780,Abbott and Costello Meet Frankenstein (1948),Comedy|Horror
2043,781,Darby O'Gill and the Little People (1959),Adventure|Children's|Fantasy
2045,782,"Far Off Place, A (1993)",Adventure|Children's|Drama|Romance
2046,783,Flight of the Navigator (1986),Adventure|Children's|Sci-Fi
2047,784,"Gnome-Mobile, The (1967)",Children's
2049,785,"Happiest Millionaire, The (1967)",Comedy|Musical
1753,786,Half Baked (1998),Comedy
216,787,Billy Madison (1995),Comedy
2706,788,American Pie (1999),Comedy
2639,789,Mommie Dearest (1981),Drama
2710,790,"Blair Witch Project, The (1999)",Horror
663,791,Kids in the Hall: Brain Candy (1996),Comedy
3448,792,"Good Morning, Vietnam (1987)",Comedy|Drama|War
231,793,Dumb & Dumber (1994),Comedy
2076,794,Blue Velvet (1986),Drama|Mystery
246,795,Hoop Dreams (1994),Documentary
249,796,Immortal Beloved (1994),Drama|Romance
1288,797,This Is Spinal Tap (1984),Comedy|Drama|Musical
3396,798,"Muppet Movie, The (1979)",Children's|Comedy
3101,799,Fatal Attraction (1987),Thriller
2598,800,Pushing Tin (1999),Comedy
2306,801,Holy Man (1998),Comedy
764,802,Heavy (1995),Drama|Romance
342,803,Muriel's Wedding (1994),Comedy|Romance
1887,804,Almost Heroes (1998),Adventure|Comedy
2325,805,Orgazmo (1997),Comedy
3129,806,Sweet and Lowdown (1999),Comedy|Drama
2907,807,Superstar (1999),Comedy
788,808,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi
2766,809,"Adventures of Sebastian Cole, The (1998)",Comedy|Drama
2335,810,"Waterboy, The (1998)",Comedy
1461,811,Vegas Vacation (1997),Comedy
3146,812,Deuce Bigalow: Male Gigolo (1999),Comedy
1546,813,Schizopolis (1996),Comedy
440,814,Dave (1993),Comedy|Romance
441,815,Dazed and Confused (1993),Comedy
2507,816,Breakfast of Champions (1999),Comedy
1563,817,Dream With the Fishes (1997),Drama
1498,818,Inventing the Abbotts (1997),Drama|Romance
2883,819,Mumford (1999),Comedy
3182,820,Mr. Death: The Rise and Fall of Fred A. Leuchter Jr. (1999),Documentary
85,821,Angels and Insects (1995),Drama|Romance
88,822,Black Sheep (1996),Comedy
986,823,Fly Away Home (1996),Adventure|Children's
481,824,Kalifornia (1993),Drama|Thriller
2539,825,Analyze This (1999),Comedy
1665,826,Bean (1997),Comedy
2106,827,Swing Kids (1993),Drama|War
708,828,"Truth About Cats & Dogs, The (1996)",Comedy|Romance
3362,829,Dog Day Afternoon (1975),Comedy|Crime|Drama
813,830,Larger Than Life (1996),Comedy
3897,831,Almost Famous (2000),Comedy|Drama
934,832,Father of the Bride (1950),Comedy
3658,833,Quatermass and the Pit (1967),Sci-Fi
1303,834,"Man Who Would Be King, The (1975)",Adventure
999,835,2 Days in the Valley (1996),Crime
2616,836,Dick Tracy (1990),Action|Crime
3785,837,Scary Movie (2000),Comedy|Horror
1331,838,Audrey Rose (1977),Horror
1262,839,"Great Escape, The (1963)",Adventure|War
2641,840,Superman II (1980),Action|Adventure|Sci-Fi
3036,841,Quest for Fire (1981),Adventure
3479,842,Ladyhawke (1985),Adventure|Fantasy|Romance
10,843,GoldenEye (1995),Action|Adventure|Thriller
2822,844,Medicine Man (1992),Adventure|Romance
3494,845,True Grit (1969),Adventure|Western
421,846,Black Beauty (1994),Adventure|Children's
3070,847,"Adventures of Buckaroo Bonzai Across the 8th Dimension, The (1984)",Adventure|Comedy|Sci-Fi
2414,848,Young Sherlock Holmes (1985),Action|Adventure|Mystery
1479,849,"Saint, The (1997)",Action|Romance|Thriller
517,850,Rising Sun (1993),Action|Drama|Mystery
952,851,Around the World in 80 Days (1956),Adventure|Comedy
60,852,"Indian in the Cupboard, The (1995)",Adventure|Children's|Fantasy
3745,853,Titan A.E. (2000),Adventure|Animation|Sci-Fi
2370,854,"Emerald Forest, The (1985)",Action|Adventure|Drama
1216,855,"Big Blue, The (Le Grand Bleu) (1988)",Adventure|Romance
2528,856,Logan's Run (1976),Action|Adventure|Sci-Fi
1587,857,Conan the Barbarian (1982),Action|Adventure
3269,858,Forever Young (1992),Adventure|Romance|Sci-Fi
3417,859,"Crimson Pirate, The (1952)",Adventure|Comedy|Sci-Fi
3354,860,Mission to Mars (2000),Sci-Fi
1263,861,"Deer Hunter, The (1978)",Drama|War
2572,862,10 Things I Hate About You (1999),Comedy|Romance
2731,863,"400 Blows, The (Les Quatre cents coups) (1959)",Drama
3033,864,Spaceballs (1987),Comedy|Sci-Fi
2243,865,Broadcast News (1987),Comedy|Drama|Romance
2694,866,Big Daddy (1999),Comedy
2920,867,Children of Paradise (Les enfants du paradis) (1945),Drama|Romance
1982,868,Halloween (1978),Horror
2976,869,Bringing Out the Dead (1999),Drama|Horror
2485,870,She's All That (1999),Comedy|Romance
141,871,"Birdcage, The (1996)",Comedy
3798,872,What Lies Beneath (2000),Thriller
2707,873,Arlington Road (1999),Thriller
2567,874,EDtv (1999),Comedy
3004,875,"Bachelor, The (1999)",Comedy|Romance
3005,876,"Bone Collector, The (1999)",Thriller
2719,877,"Haunting, The (1999)",Horror|Thriller
160,878,Congo (1995),Action|Adventure|Mystery|Sci-Fi
748,879,"Arrival, The (1996)",Action|Sci-Fi|Thriller
2724,880,Runaway Bride (1999),Comedy|Romance
2581,881,Never Been Kissed (1999),Comedy|Romance
1783,882,Palmetto (1998),Film-Noir|Mystery|Thriller
1422,883,Murder at 1600 (1997),Mystery|Thriller
3461,884,Lord of the Flies (1963),Adventure|Drama|Thriller
3535,885,American Psycho (2000),Comedy|Horror|Thriller
257,886,Just Cause (1995),Mystery|Thriller
832,887,Ransom (1996),Drama|Thriller
762,888,Striptease (1996),Comedy|Crime
2676,889,Instinct (1999),Drama|Thriller
1883,890,Bulworth (1998),Comedy
2763,891,"Thomas Crown Affair, The (1999)",Action|Thriller
3566,892,"Big Kahuna, The (2000)",Comedy|Drama
2764,893,"Thomas Crown Affair, The (1968)",Crime|Drama|Thriller
1892,894,"Perfect Murder, A (1998)",Mystery|Thriller
1608,895,Air Force One (1997),Action|Thriller
1396,896,Sneakers (1992),Crime|Drama|Sci-Fi
2840,897,Stigmata (1999),Thriller
2841,898,Stir of Echoes (1999),Thriller
3646,899,Big Momma's House (2000),Comedy
500,900,Mrs. Doubtfire (1993),Comedy
3145,901,"Cradle Will Rock, The (1999)",Drama
2272,902,One True Thing (1998),Drama
2273,903,Rush Hour (1998),Action|Thriller
1619,904,Seven Years in Tibet (1997),Drama|War
1625,905,"Game, The (1997)",Mystery|Thriller
1487,906,Selena (1997),Drama|Musical
1702,907,Flubber (1997),Children's|Comedy|Fantasy
2433,908,"Civil Action, A (1998)",Drama
70,909,From Dusk Till Dawn (1996),Action|Comedy|Crime|Horror|Thriller
1644,910,I Know What You Did Last Summer (1997),Horror|Mystery|Thriller
1645,911,"Devil's Advocate, The (1997)",Crime|Horror|Mystery|Thriller
2882,912,Jakob the Liar (1999),Drama
2387,913,Very Bad Things (1998),Comedy|Crime
2389,914,Psycho (1998),Crime|Horror|Thriller
2961,915,"Story of Us, The (1999)",Comedy|Drama
553,916,Tombstone (1993),Western
628,917,Primal Fear (1996),Drama|Thriller
3261,918,Singles (1992),Comedy|Drama|Romance
2605,919,Entrapment (1999),Crime|Thriller
1804,920,"Newton Boys, The (1998)",Crime|Drama
1805,921,Wild Things (1998),Crime|Drama|Mystery|Thriller
2391,922,"Simple Plan, A (1998)",Crime|Thriller
2394,923,"Prince of Egypt, The (1998)",Animation|Musical
3773,924,House Party (1990),Comedy
1092,925,Basic Instinct (1992),Mystery|Thriller
1672,926,"Rainmaker, The (1997)",Drama
2555,927,Baby Geniuses (1999),Comedy
2629,928,"Love Letter, The (1999)",Comedy|Romance
2701,929,Wild Wild West (1999),Action|Sci-Fi|Western
2568,930,"Mod Squad, The (1999)",Action|Crime
2713,931,Lake Placid (1999),Horror|Thriller
1911,932,Doctor Dolittle (1998),Comedy
3516,933,"Bell, Book and Candle (1958)",Comedy|Romance
2643,934,Superman IV: The Quest for Peace (1987),Action|Adventure|Sci-Fi
2720,935,Inspector Gadget (1999),Action|Adventure|Children's|Comedy
2722,936,Deep Blue Sea (1999),Action|Sci-Fi|Thriller
2805,937,Mickey Blue Eyes (1999),Comedy|Romance
2828,938,Dudley Do-Right (1999),Children's|Comedy
2761,939,"Iron Giant, The (1999)",Animation|Children's
2856,940,I Saw What You Did (1965),Thriller
2369,941,Desperately Seeking Susan (1985),Comedy|Romance
2888,942,Drive Me Crazy (1999),Comedy|Romance
2392,943,Jack Frost (1998),Comedy|Drama
2975,944,"Best Man, The (1999)",Drama
1179,945,"Grifters, The (1990)",Crime|Drama|Film-Noir
2553,946,Village of the Damned (1960),Horror|Sci-Fi|Thriller
2554,947,Children of the Damned (1963),Horror|Sci-Fi|Thriller
3932,948,"Invisible Man, The (1933)",Horror|Sci-Fi
3863,949,"Cell, The (2000)",Sci-Fi|Thriller
1185,950,My Left Foot (1989),Drama
3503,951,Solaris (Solyaris) (1972),Drama|Sci-Fi
3879,952,"Art of War, The (2000)",Action
3375,953,Destination Moon (1950),Sci-Fi
1779,954,Sphere (1998),Adventure|Sci-Fi|Thriller
164,955,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller
3457,956,Waking the Dead (1999),Drama
319,957,Shallow Grave (1994),Thriller
247,958,Heavenly Creatures (1994),Drama|Fantasy|Romance|Thriller
1428,959,Angel Baby (1995),Drama
1284,960,"Big Sleep, The (1946)",Film-Noir|Mystery
2660,961,"Thing From Another World, The (1951)",Sci-Fi
2661,962,It Came from Outer Space (1953),Sci-Fi
2663,963,It Came from Beneath the Sea (1955),Sci-Fi
2664,964,Invasion of the Body Snatchers (1956),Horror|Sci-Fi
2667,965,"Mole People, The (1956)",Sci-Fi
2668,966,Swamp Thing (1982),Horror|Sci-Fi
3032,967,"Omega Man, The (1971)",Sci-Fi
2311,968,2010 (1984),Mystery|Sci-Fi
2173,969,"Navigator: A Mediaeval Odyssey, The (1988)",Adventure|Fantasy|Sci-Fi
198,970,Strange Days (1995),Action|Crime|Sci-Fi
2752,971,Outrageous Fortune (1987),Comedy|Mystery
340,972,"War, The (1994)",Adventure|Drama
3700,973,"Brother from Another Planet, The (1984)",Drama|Sci-Fi
2901,974,Phantasm (1979),Horror|Sci-Fi
3638,975,Moonraker (1979),Action|Romance|Sci-Fi
30,976,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Drama
1601,977,Hoodlum (1997),Crime|Drama|Film-Noir
3713,978,"Long Walk Home, The (1990)",Drama
2912,979,"Limey, The (1999)",Action|Crime|Drama
3576,980,"Hidden, The (1987)",Action|Horror|Sci-Fi
503,981,"New Age, The (1994)",Drama
293,982,"Professional, The (a.k.a. Leon: The Professional) (1994)",Crime|Drama|Romance|Thriller
1614,983,In & Out (1997),Comedy
2346,984,"Stepford Wives, The (1975)",Sci-Fi|Thriller
942,985,Laura (1944),Crime|Film-Noir|Mystery
446,986,Farewell My Concubine (1993),Drama|Romance
1624,987,"Thousand Acres, A (1997)",Drama
3156,988,Bicentennial Man (1999),Comedy|Drama|Sci-Fi
2287,989,Them! (1954),Sci-Fi|Thriller|War
2288,990,"Thing, The (1982)",Action|Horror|Sci-Fi|Thriller
3662,991,Puppet Master III: Toulon's Revenge (1991),Horror|Sci-Fi|Thriller
3594,992,Center Stage (2000),Drama
3300,993,Pitch Black (2000),Action|Sci-Fi
1206,994,"Clockwork Orange, A (1971)",Sci-Fi
1069,995,"Murder, My Sweet (1944)",Film-Noir|Thriller
76,996,Screamers (1995),Sci-Fi|Thriller
2377,997,Lifeforce (1985),Horror|Sci-Fi
2010,998,Metropolis (1926),Sci-Fi
3827,999,Space Cowboys (2000),Action|Sci-Fi
610,1000,Heavy Metal (1981),Action|Adventure|Animation|Horror|Sci-Fi
1077,1001,Sleeper (1973),Comedy|Sci-Fi
2526,1002,Meteor (1979),Sci-Fi
2527,1003,Westworld (1973),Action|Sci-Fi|Thriller|Western
2454,1004,"Fly, The (1958)",Horror|Sci-Fi
2455,1005,"Fly, The (1986)",Horror|Sci-Fi
3696,1006,Night of the Creeps (1986),Comedy|Horror|Sci-Fi
2533,1007,Escape from the Planet of the Apes (1971),Action|Sci-Fi
1301,1008,Forbidden Planet (1956),Sci-Fi
707,1009,Mulholland Falls (1996),Crime|Film-Noir|Thriller
2613,1010,Night of the Comet (1984),Action|Horror|Sci-Fi
2542,1011,"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller
496,1012,What Happened Was... (1994),Comedy|Drama|Romance
2549,1013,Wing Commander (1999),Action|Sci-Fi
1748,1014,Dark City (1998),Film-Noir|Sci-Fi|Thriller
3927,1015,Fantastic Voyage (1966),Adventure|Sci-Fi
2116,1016,"Lord of the Rings, The (1978)",Adventure|Animation|Children's|Sci-Fi
2117,1017,Nineteen Eighty-Four (1984),Drama|Sci-Fi
2985,1018,Robocop (1987),Action|Crime|Sci-Fi
2989,1019,For Your Eyes Only (1981),Action
2123,1020,All Dogs Go to Heaven (1989),Animation|Children's
2052,1021,Hocus Pocus (1993),Children's|Comedy
2993,1022,Thunderball (1965),Action
1186,1023,"Sex, Lies, and Videotape (1989)",Drama
222,1024,Circle of Friends (1995),Drama|Romance
158,1025,Casper (1995),Adventure|Children's
3877,1026,Supergirl (1984),Action|Adventure|Fantasy
2139,1027,"Secret of NIMH, The (1982)",Animation|Children's
3440,1028,Teenage Mutant Ninja Turtles III (1993),Action|Children's|Fantasy
737,1029,Barb Wire (1996),Action|Sci-Fi
2718,1030,Drop Dead Gorgeous (1999),Comedy
2573,1031,Tango (1998),Drama
302,1032,Queen Margot (La Reine Margot) (1994),Drama|Romance
232,1033,Eat Drink Man Woman (1994),Comedy|Drama
2141,1034,"American Tail, An (1986)",Animation|Children's|Comedy
2142,1035,"American Tail: Fievel Goes West, An (1991)",Animation|Children's|Comedy
168,1036,First Knight (1995),Action|Adventure|Drama|Romance
2143,1037,Legend (1985),Adventure|Fantasy|Romance
2145,1038,Pretty in Pink (1986),Comedy|Drama|Romance
1344,1039,Cape Fear (1962),Film-Noir|Thriller
3889,1040,Highlander: Endgame (2000),Action|Adventure|Fantasy
1275,1041,Highlander (1986),Action|Adventure
3526,1042,Parenthood (1989),Comedy|Drama
313,1043,"Swan Princess, The (1994)",Animation|Children's
2153,1044,"Avengers, The (1998)",Action|Adventure
2083,1045,"Muppet Christmas Carol, The (1992)",Children's|Musical
2085,1046,101 Dalmatians (1961),Animation|Children's
2089,1047,"Rescuers Down Under, The (1990)",Animation|Children's
